price,resid_area,air_qual,room_num,age,dist1,dist2,dist3,dist4,teachers,poor_prop,airport,n_hos_beds,n_hot_rooms,waterbody,rainfall,parks,Sold
7.2,48.1,0.679,6.434,100.0,1.88,1.75,1.84,1.87,19.8,29.05,0,8.644,11.0576,2,59,0.058726791,0
7.5,48.1,0.679,6.782,90.8,1.9,1.54,2.04,1.8,19.8,25.79,1,7.899767068273092,10.06,3,35,0.06461937,1
10.4,48.1,0.679,5.304,89.1,1.73,1.39,1.81,1.67,19.8,26.64,1,8.608,15.0832,1,60,0.058834904,0
8.8,48.1,0.679,5.957,100.0,1.96,1.69,1.85,1.7,19.8,20.62,0,8.476,12.0704,2,52,0.067903567,0
8.4,48.1,0.718,6.824,76.5,2.05,1.79,2.08,1.25,19.8,22.74,0,5.968,13.0672,2,26,0.063264165,1
16.7,48.1,0.718,6.411,100.0,1.93,1.81,1.88,1.81,19.8,15.02,1,6.034,13.1336,1,48,0.064850926,0
14.2,48.1,0.718,6.006,95.3,1.98,1.57,1.88,2.07,19.8,15.7,0,8.284,10.1136,2,29,0.075559551,1
20.8,48.1,0.614,5.648,87.6,2.13,1.94,2.2,1.54,19.8,14.1,0,8.916,11.1664,2,36,0.058066317,1
13.4,48.1,0.614,6.103,85.1,2.08,1.8,2.34,1.87,19.8,23.29,0,8.268,81.12,0,29,0.063343967,0
11.7,48.1,0.584,5.565,70.6,2.26,1.99,2.38,1.63,19.8,17.16,0,7.834,11.0936,2,57,0.063779016,1
8.3,48.1,0.679,5.896,95.4,2.15,1.71,1.97,1.81,19.8,24.39,1,5.566,15.0664,0,51,0.067305708,0
10.2,48.1,0.584,5.837,59.7,2.27,1.67,2.19,1.86,19.8,15.69,0,9.104,14.0816,2,33,0.055707938,1
10.9,48.1,0.679,6.202,78.7,2.07,1.66,2.12,1.6,19.8,14.52,0,7.518,11.0872,0,42,0.066286981,1
11.0,48.1,0.679,6.193,78.1,2.12,1.86,1.99,1.78,19.8,21.52,1,8.52,12.088,3,45,0.067890699,1
9.5,48.1,0.679,6.38,95.6,1.98,1.69,2.13,2.07,19.8,24.08,1,8.79,12.076,2,52,0.064037395,0
14.5,48.1,0.584,6.348,86.1,2.28,1.79,2.16,1.99,19.8,17.64,0,9.09,11.116,3,53,0.063629899,1
14.1,48.1,0.584,6.833,94.3,2.1,1.89,2.27,2.09,19.8,19.69,1,6.682,14.1128,0,29,0.054610526,1
16.1,48.1,0.584,6.425,74.8,2.4,1.92,2.34,2.14,19.8,12.03,1,8.722,10.1288,2,42,0.053705297,1
14.3,48.1,0.713,6.436,87.9,2.34,2.23,2.4,2.3,19.8,16.22,0,6.186,10.1144,1,46,0.061400159,0
11.7,48.1,0.713,6.208,95.0,2.44,2.09,2.31,2.05,19.8,15.17,0,7.834,11.0936,2,37,0.074839333,1
13.4,48.1,0.74,6.629,94.6,2.15,1.97,2.14,2.24,19.8,23.27,0,10.168,12.1072,1,46,0.076801062,0
9.6,48.1,0.74,6.461,93.3,2.32,1.82,2.11,1.75,19.8,18.05,1,6.092,10.0768,3,57,0.070157854,0
8.2,48.1,0.74,6.152,100.0,2.01,1.86,1.97,1.81,19.8,26.45,0,9.864,11.0656,2,60,0.06739388,1
8.4,48.1,0.74,5.935,87.9,1.85,1.61,1.87,1.95,19.8,34.02,1,9.568,14.0672,2,57,0.071117798,0
12.8,48.1,0.74,5.627,93.9,1.87,1.72,2.01,1.67,19.8,22.88,1,8.456,15.1024,2,50,0.073012667,0
10.5,48.1,0.74,5.818,92.4,2.03,1.66,1.96,1.81,19.8,22.11,0,7.41,12.084,2,38,0.075248915,1
17.1,48.1,0.74,6.406,97.2,2.33,1.97,2.16,1.81,19.8,19.52,1,9.242,15.1368,1,58,0.077408024,0
14.8,48.1,0.74,6.219,100.0,2.08,1.97,2.03,1.94,19.8,16.59,0,7.096,14.1184,3,54,0.07711596,0
15.4,48.1,0.74,6.485,100.0,2.29,1.8,2.2,1.62,19.8,18.85,0,6.608,14.1232,3,21,0.06694984,1
10.8,48.1,0.74,5.854,96.6,1.93,1.79,2.07,1.8,19.8,23.79,0,5.516,12.0864,1,34,0.065304838,0
11.8,48.1,0.74,6.459,94.8,2.2,1.7,2.01,2.04,19.8,23.98,1,5.336,12.0944,3,28,0.076180913,1
14.9,48.1,0.74,6.341,96.4,2.23,2.04,2.22,1.79,19.8,17.79,0,10.198,15.1192,2,41,0.070659667,0
12.6,48.1,0.74,6.251,96.6,2.51,2.01,2.23,2.04,19.8,16.44,1,9.752,11.1008,2,37,0.064950729,1
14.1,48.1,0.713,6.185,98.7,2.43,2.2,2.37,2.04,19.8,18.13,1,9.082,13.1128,2,52,0.067950544,0
13.0,48.1,0.713,6.417,98.3,2.5,2.11,2.19,1.94,19.8,19.31,1,8.06,12.104,2,27,0.073411072,0
13.4,48.1,0.713,6.749,92.6,2.4,2.11,2.37,2.4,19.8,17.44,1,9.068,13.1072,0,59,0.06132192,1
15.2,48.1,0.713,6.655,98.2,2.51,2.23,2.65,2.03,19.8,17.73,1,8.104,11.1216,2,41,0.061385953,0
16.1,48.1,0.713,6.297,91.8,2.48,2.26,2.37,2.36,19.8,17.27,0,6.722,15.1288,2,21,0.064521583,1
17.8,48.1,0.713,7.393,99.3,2.77,2.31,2.64,2.09,19.8,16.74,1,5.956,11.1424,3,42,0.069112577,1
14.4,48.1,0.713,6.728,94.1,2.5,2.2,2.75,2.54,19.8,18.71,0,5.888,14.1152,3,34,0.066068471,1
14.1,48.1,0.713,6.525,86.5,2.61,2.42,2.74,1.97,19.8,18.13,0,7.782,14.1128,3,36,0.061925584,0
12.7,48.1,0.713,5.976,87.9,2.65,2.3,2.78,2.59,19.8,19.01,0,7.154,15.1016,3,31,0.06376258,0
13.5,48.1,0.713,5.936,80.3,2.86,2.49,2.81,2.96,19.8,16.94,0,8.87,13.108,2,46,0.074872202,1
14.9,48.1,0.713,6.301,83.7,3.1,2.57,2.82,2.65,19.8,16.23,0,5.598,15.1192,3,39,0.064939128,1
20.0,48.1,0.713,6.081,84.4,2.74,2.48,2.8,2.85,19.8,14.7,1,5.4,14.16,0,27,0.072635554,0
16.4,48.1,0.713,6.701,90.0,2.9,2.38,2.63,2.48,19.8,16.42,1,9.428,12.1312,3,29,0.060878559,1
17.7,48.1,0.713,6.376,88.4,2.82,2.23,2.59,2.62,19.8,14.65,1,9.854,13.1416,2,24,0.062928764,1
19.5,48.1,0.713,6.317,83.0,3.04,2.43,2.8,2.67,19.8,13.99,0,5.89,15.156,3,22,0.070732691,0
20.2,48.1,0.713,6.513,89.9,3.06,2.61,2.84,2.7,19.8,10.29,1,8.804,15.1616,2,30,0.075168226,0
21.4,48.1,0.655,6.209,65.4,3.16,2.88,3.1,2.72,19.8,13.22,0,7.828,11.1712,1,55,0.057674333,1
19.9,48.1,0.655,5.759,48.2,3.26,2.81,3.27,2.92,19.8,14.13,0,9.998,12.1592,2,43,0.065980125,0
19.0,48.1,0.655,5.952,84.7,3.13,2.54,3.08,2.74,19.8,17.15,1,8.38,10.152,2,21,0.057142887,1
19.1,48.1,0.584,6.003,94.5,2.64,2.21,2.85,2.46,19.8,21.32,0,9.482,13.1528,1,21,0.050545377,0
19.1,48.1,0.58,5.926,71.0,2.96,2.9,3.12,2.66,19.8,18.13,0,5.882,15.1528,2,28,0.049370098,0
20.1,48.1,0.58,5.713,56.7,3.02,2.59,3.12,2.57,19.8,14.76,0,6.302,13.1608,2,27,0.051188122,1
19.9,48.1,0.58,6.167,84.0,3.22,2.97,3.06,2.89,19.8,16.29,0,5.598,12.1592,3,36,0.063720531,1
19.6,48.1,0.532,6.229,90.7,3.28,2.79,3.17,3.15,19.8,12.87,1,8.692,13.1568,1,52,0.04747729,0
23.2,48.1,0.58,6.437,75.0,3.04,2.63,3.01,2.9,19.8,14.36,1,8.464,15.1856,1,39,0.063409461,0
29.8,48.1,0.614,6.98,67.6,2.77,2.35,2.54,2.47,19.8,11.66,1,7.396,15.2384,1,56,0.062915696,0
13.8,48.1,0.584,5.427,95.4,2.61,2.33,2.56,2.21,19.8,18.14,0,9.076,11.1104,1,47,0.049707252,0
13.3,48.1,0.584,6.162,97.4,2.5,2.17,2.5,1.65,19.8,24.1,1,9.066,11.1064,0,27,0.063035421,0
16.7,48.1,0.614,6.484,93.6,2.58,2.3,2.48,1.85,19.8,18.68,1,6.134,14.1336,3,22,0.056696324,1
12.0,48.1,0.614,5.304,97.3,2.28,1.99,2.41,1.73,19.8,24.91,0,9.34,15.096,0,39,0.061921548,0
14.6,48.1,0.614,6.185,96.7,2.29,1.98,2.36,2.05,19.8,18.03,1,5.292,15.1168,0,60,0.065217793,0
21.4,48.1,0.614,6.229,88.0,2.27,1.82,2.08,1.63,19.8,13.11,0,6.128,10.1712,3,32,0.063157529,1
23.0,48.1,0.532,6.242,64.7,3.48,3.38,3.72,3.11,19.8,10.74,0,8.56,13.184,3,22,0.046089256,0
23.7,48.1,0.532,6.75,74.9,3.44,3.26,3.38,3.24,19.8,7.74,0,6.974,15.1896,2,46,0.046987414,1
25.0,48.1,0.532,7.061,77.0,3.67,3.33,3.46,3.18,19.8,7.01,0,5.5,11.2,0,29,0.058384238,0
21.8,48.1,0.532,5.762,40.3,4.41,3.89,4.25,3.85,19.8,10.42,0,9.636,14.1744,1,57,0.048221723,1
20.6,48.1,0.583,5.871,41.9,3.93,3.56,3.77,3.63,19.8,13.34,1,8.112,12.1648,0,31,0.060860495,0
21.2,48.1,0.583,6.312,51.9,4.03,3.85,4.07,4.01,19.8,10.58,0,9.024,13.1696,1,51,0.049993542,0
19.1,48.1,0.583,6.114,79.8,3.55,3.34,3.76,3.53,19.8,14.98,1,8.582,12.1528,2,57,0.059506497,0
20.6,48.1,0.583,5.905,53.2,3.36,2.85,3.16,3.23,19.8,11.45,0,8.412,11.1648,2,44,0.062054499,1
15.2,57.74,0.609,5.454,92.7,2.1,1.57,1.96,1.65,19.9,18.06,0,6.004,14.1216,2,28,0.060475976,0
7.0,57.74,0.609,5.414,98.3,2.08,1.53,1.94,1.48,19.9,23.97,0,9.84,15.056,2,29,0.065888635,1
8.1,57.74,0.609,5.093,98.0,1.97,1.6,1.95,1.77,19.9,29.68,1,9.162,10.0648,1,49,0.062741536,1
13.6,57.74,0.609,5.983,98.8,1.96,1.69,2.06,1.76,19.9,18.07,0,7.072,14.1088,2,47,0.056278464,1
20.1,57.74,0.609,5.983,83.5,2.25,1.82,2.12,2.24,19.9,13.35,1,8.902,13.1608,3,57,0.062228045,1
21.8,39.69,0.585,5.707,54.0,2.7,2.27,2.42,2.14,20.8,12.01,1,5.936,14.1744,3,31,0.058020893,1
24.5,39.69,0.585,5.926,42.6,2.55,2.14,2.39,2.44,20.8,13.59,1,8.79,11.196,3,47,0.054577495,1
23.1,39.69,0.585,5.67,28.8,3.08,2.49,3.07,2.56,20.8,17.6,0,8.462,14.1848,1,55,0.055591669,0
19.7,39.69,0.585,5.39,72.9,2.86,2.61,2.98,2.74,20.8,21.14,0,7.899767068273092,12.1576,3,44,0.061026488,0
18.3,39.69,0.585,5.794,70.6,3.04,2.59,3.06,2.88,20.8,14.1,1,5.366,14.1464,0,55,0.057946368,0
21.2,39.69,0.585,6.019,65.3,2.68,2.25,2.58,2.12,20.8,12.92,1,5.824,14.1696,3,32,0.054545842,0
17.5,39.69,0.585,5.569,73.5,2.46,2.39,2.49,2.26,20.8,15.1,0,9.85,14.14,0,47,0.063466301,1
16.8,39.69,0.585,6.027,79.7,2.64,2.47,2.82,2.06,20.8,14.33,0,6.236,14.1344,0,54,0.052497379,0
22.4,41.93,0.573,6.593,69.1,2.64,2.45,2.76,2.06,19.0,9.67,0,9.348,12.1792,1,27,0.056005681,1
20.6,41.93,0.573,6.12,76.7,2.44,2.11,2.46,2.14,19.0,9.08,1,6.612,13.1648,1,20,0.059903421,1
23.9,41.93,0.573,6.976,91.0,2.34,2.06,2.29,1.98,19.0,5.64,0,5.478,12.1912,2,31,0.057572286,1
22.0,41.93,0.573,6.794,89.3,2.54,2.31,2.4,2.31,19.0,6.48,1,7.94,15.176,2,47,0.060694299,1
19.0,41.93,0.573,6.03,80.8,2.72,2.24,2.64,2.42,19.0,7.88,1,10.28,10.152,2,45,0.060335899,1
